post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Category,attribute_data:Category,attribute:Color,attribute_data:Color,attribute:Hand,attribute_data:Hand,"attribute:Hub Color","attribute_data:Hub Color","attribute:Insert Width","attribute_data:Insert Width",attribute:Length,attribute_data:Length,attribute:Model,attribute_data:Model,"attribute:Product Width","attribute_data:Product Width","attribute:Product width","attribute_data:Product width",attribute:Seal,attribute_data:Seal,"attribute:Select Hand","attribute_data:Select Hand",attribute:Side,attribute_data:Side,attribute:Size,attribute_data:Size,"attribute:Spoke Color","attribute_data:Spoke Color","attribute:Spoke Size","attribute_data:Spoke Size","attribute:Spokes Color","attribute_data:Spokes Color",attribute:Stages,attribute_data:Stages,attribute:Type,attribute_data:Type,attribute:Usage,attribute_data:Usage,"attribute:Wheel Size","attribute_data:Wheel Size",attribute:Width,attribute_data:Width,attribute:bearing-spacer,attribute_data:bearing-spacer,attribute:color,attribute_data:color,attribute:lenght,attribute_data:lenght,attribute:length,attribute_data:length,attribute:pa_clabel-type,attribute_data:pa_clabel-type,attribute:pa_color,attribute_data:pa_color,attribute:pa_product-type,attribute_data:pa_product-type,attribute:pa_product-width,attribute_data:pa_product-width,attribute:pa_spokes-color,attribute_data:pa_spokes-color,attribute:pa_spokes-color-1,attribute_data:pa_spokes-color-1,attribute:pa_wheel-size,attribute_data:pa_wheel-size,attribute:pa_width,attribute_data:pa_width,attribute:side,attribute_data:side,attribute:size,attribute_data:size,attribute:spokes-color,attribute_data:spokes-color,attribute:thickness,attribute_data:thickness,attribute:type,attribute_data:type,attribute:wheel-size,attribute_data:wheel-size,attribute:width,attribute_data:width
"K469 Traction 4P TT - Grey 8x2 (200x50)",k469-traction-4p-tt-grey-8x2-200x50,,245680,,,publish,,0,"2024-04-08 08:39:29",1,closed,K254690401B0,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k469_200x200.jpg ! alt :  ! title : k469_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k469-traction-4p-tt-grey-8x2-200x50/,0,,,,,,,,,,,,simple,,"Tires > 8x2 (200x50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"k301 4P - Foam Filled - Grey 8x2 (200x50)",k301-4p-foam-filled-grey-8x2-200x50,,245681,,,publish,,0,"2024-04-08 08:39:29",1,closed,KTT82000,,,no,no,,42.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k301_200x200.jpg ! alt :  ! title : k301_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k301-4p-foam-filled-grey-8x2-200x50/,0,,,,,,,,,,,,simple,,"Tires > 8x2 (200x50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K469 Knobby Foam Filled - Grey 8x2 (200x50)",k469-knobby-foam-filled-grey-8x2-200x50,,245682,,,publish,,0,"2024-04-08 08:39:29",1,closed,KTT82000K,,,no,no,,42.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k469_200x200.jpg ! alt :  ! title : k469_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k469-knobby-foam-filled-grey-8x2-200x50/,0,,,,,,,,,,,,simple,,"Tires > 8x2 (200x50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K372X Turf 4P TT 9x350-4",k372x-turf-4p-tt-9x350-4,,245689,"Kenda’s K372 Turf Max is ideal for multiple applications. For light turf uses, the siped lugs provide grip and less turf damage, while the durable smooth-rolling design of the tread lends itself well to material handling and light industrial applications.
Perfect tread for utility uses as well as turf applications
Durable and long-lasting rubber compound
Non-highway use only",,publish,,0,"2024-04-08 08:52:14",1,closed,K103720450B0,,,no,no,,25.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/K372_B.jpg ! alt :  ! title : K372_Edited.png ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k372x-turf-4p-tt-9x350-4/,0,,,,,,,,,,,,simple,,"Tires > 9x350-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K372 Turf - Foam Filled 9x350-4",k372-turf-foam-filled-9x350-4,,245690,,,publish,,0,"2024-04-08 08:52:14",1,closed,KTT91350,,,no,no,,74.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/K372_B.jpg ! alt :  ! title : K372_Edited.png ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k372-turf-foam-filled-9x350-4/,0,,,,,,,,,,,,simple,,"Tires > 9x350-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K276 Sawtooth 4P TT - Black Non Marking 9x2 (280/250-4)",k276-sawtooth-4p-tt-black-non-marking-9x2-280-250-4,,245694,,,publish,,0,"2024-04-08 09:12:18",1,closed,K252760404B0BK,,,no,no,,20.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K276.jpg ! alt :  ! title : K276 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k276-sawtooth-4p-tt-black-non-marking-9x2-280-250-4/,0,,,,,,,,,,,,simple,,"Tires > 9x2 (280/250-4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K276X Sawtooth Foam Filled 9x2 (280/250-4)",k276x-sawtooth-foam-filled-9x2-280-250-4,,245695,,,publish,,0,"2024-04-08 09:12:18",1,closed,KTT28250,,,no,no,,51.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K276.jpg ! alt :  ! title : K276 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k276x-sawtooth-foam-filled-9x2-280-250-4/,0,,,,,,,,,,,,simple,,"Tires > 9x2 (280/250-4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"k301Rib - Foam Filled 9x2 (280/250-4)",k301rib-foam-filled-9x2-280-250-4,,245696,,,publish,,0,"2024-04-08 09:12:18",1,closed,KTT28250F,,,no,no,,54.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k301_200x200.jpg ! alt :  ! title : k301_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k301rib-foam-filled-9x2-280-250-4/,0,,,,,,,,,,,,simple,,"Tires > 9x2 (280/250-4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K470 Slick 6P TT - Black 10x2 (260/165-60)",k470-slick-6p-tt-black-10x2-260-165-60,,245700,,,publish,,0,"2024-04-08 09:17:04",1,closed,K254700206C0,,,no,no,,20.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K470_200x200-1.jpg ! alt :  ! title : K470_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k470-slick-6p-tt-black-10x2-260-165-60/,0,,,,,,,,,,,,simple,,"Tires > 10x2 (260/165-60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K353A Sawtooth - Grey 12x3 (410/350-4)",k353a-sawtooth-grey-12x3-410-350-4,,245701,,,publish,,0,"2024-04-08 09:20:45",1,closed,K073540416A0G,,,no,no,,22.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/sawtooth.png ! alt :  ! title : sawtooth ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k353a-sawtooth-grey-12x3-410-350-4/,0,,,,,,,,,,,,simple,,"Tires > 12x3 (410/350)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K352 Stud - Black Non Marking 12x3 (410/350-4)",k352-stud-black-non-marking-12x3-410-350-4,,245702,,,publish,,0,"2024-04-08 09:20:45",1,closed,K253520416B0BK,,,no,no,,30.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K352_Edited.png ! alt :  ! title : K352_Edited ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k352-stud-black-non-marking-12x3-410-350-4/,0,,,,,,,,,,,,simple,,"Tires > 12x3 (410/350)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K352 Stud 4P - Grey 12x3 (410/350-6)",k352-stud-4p-grey-12x3-410-350-6,,245703,,,publish,,0,"2024-04-08 09:20:45",1,closed,K073520616B1,,,no,no,,40.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K352_Edited.png ! alt :  ! title : K352_Edited ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k352-stud-4p-grey-12x3-410-350-6/,0,,,,,,,,,,,,simple,,"Tires > 12x3 (410/350)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K353A Sawtooth Foam Filled - Black 12x3 (410/350-6)",k353a-sawtooth-foam-filled-black-12x3-410-350-6,,245704,,,publish,,0,"2024-04-08 09:20:45",1,closed,KTT61350,,,no,no,,97.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k353.jpg ! alt :  ! title : k353 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k353a-sawtooth-foam-filled-black-12x3-410-350-6/,0,,,,,,,,,,,,simple,,"Tires > 12x3 (410/350)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K398 2PL - Black 12x3 (410/3.50-6)",k398-2pl-black-12x3-410-3-50-6,,245705,,,publish,,0,"2024-04-08 09:20:46",1,closed,K073980616A1,,,no,no,,33.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K398.jpg ! alt :  ! title : K398 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k398-2pl-black-12x3-410-3-50-6/,0,,,,,,,,,,,,simple,,"Tires > 12x3 (410/350)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K352 Stud Foam Filled - Black 12x3 (410/350-5)",k352-stud-foam-filled-black-12x3-410-350-5,,245706,,,publish,,0,"2024-04-08 09:20:46",1,closed,KFB51350K,,,no,no,,94.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K352_Edited.png ! alt :  ! title : K352_Edited ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k352-stud-foam-filled-black-12x3-410-350-5/,0,,,,,,,,,,,,simple,,"Tires > 12x3 (410/350)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K352 Stud Foam Filled - Black 12x3 (410/350-6)",k352-stud-foam-filled-black-12x3-410-350-6,,245707,,,publish,,0,"2024-04-08 09:20:46",1,closed,KFB61350K,,,no,no,,94.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K352_Edited.png ! alt :  ! title : K352_Edited ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k352-stud-foam-filled-black-12x3-410-350-6/,0,,,,,,,,,,,,simple,,"Tires > 12x3 (410/350)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K312 Universal Foam Filled - Grey (400-5)13x4",k312-universal-foam-filled-grey-400-513x4,,245715,,,publish,,0,"2024-04-08 12:02:06",1,closed,KTT40050,,,no,no,,84.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k312_200x200.jpg ! alt :  ! title : k312_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k312-universal-foam-filled-grey-400-513x4/,0,,,,,,,,,,,,simple,,"Tires > 13x4 (400-5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HS387 Right Run 22x1.0 (25-501)",hs387-right-run-22x1-0-25-501,,245716,,,publish,,0,"2024-04-08 12:08:08",1,closed,SNA10277387.01,,,no,no,,25.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS387_RightRun.jpg ! alt :  ! title : HS387_RightRun ! desc :  ! caption : ",,https://49b.pfcd.ca/product/hs387-right-run-22x1-0-25-501/,0,,,,,,,,,,,,simple,,"Tires > 22'' (501)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K103 Street 22x1.375 (37-501)",k103-street-22x1-375-37-501,,245717,,,publish,,0,"2024-04-08 12:08:08",1,closed,K25222010314,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K103_Street.jpg ! alt :  ! title : K103_Street ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k103-street-22x1-375-37-501/,0,,,,,,,,,,,,simple,,"Tires > 22'' (501)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K1010 Nevegal 22x1.95 (50-501) - Black",k1010-nevegal-22x1-95-50-501-black,,245718,,,publish,,0,"2024-04-08 12:08:09",1,closed,K212186,,,no,no,,40.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/K1010.png ! alt :  ! title : K1010.png ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k1010-nevegal-22x1-95-50-501-black/,0,,,,,,,,,,,,simple,,"Tires > 22'' (501)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C1836 Sentinel 22x1.0 (25-501)",c1836-sentinel-22x1-0-25-501,,245719,,,publish,,0,"2024-04-08 12:08:09",1,closed,2TY014,,,no,no,,60.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/sentinel.jpg ! alt :  ! title : sentinel ! desc :  ! caption : ",,https://49b.pfcd.ca/product/c1836-sentinel-22x1-0-25-501/,0,,,,,,,,,,,,simple,,"Tires > 22'' (501)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aeroflex 22x1.375 (501)",aeroflex-22x1-375-501,,245720,,,publish,,0,"2024-04-08 12:08:09",1,closed,2TY0074AAA,,,no,no,,40.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/aeroflex.jpg ! alt :  ! title : aeroflex ! desc :  ! caption : ",,https://49b.pfcd.ca/product/aeroflex-22x1-375-501/,0,,,,,,,,,,,,simple,,"Tires > 22'' (501)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K470 Slick 6P TT - Black 12.5x2.25(203)",k470-slick-6p-tt-black-12-5x2-25203,,245730,,,publish,,0,"2024-04-08 12:22:25",1,closed,K25470120603,,,no,no,,20.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K470_200x200.jpg ! alt :  ! title : K470_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k470-slick-6p-tt-black-12-5x2-25203/,0,,,,,,,,,,,,simple,,"Tires > 12.5x2.25 (203)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K469 Traction 4P TT - Grey 12.5x2.25(203)",k469-traction-4p-tt-grey-12-5x2-25203,,245731,,,publish,,0,"2024-04-08 12:22:25",1,closed,K254692508B0,,,no,no,,20.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k469.jpg ! alt :  ! title : k469 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k469-traction-4p-tt-grey-12-5x2-25203/,0,,,,,,,,,,,,simple,,"Tires > 12.5x2.25 (203)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K124 Street- Grey 12.5x2.25(203)",k124-street-grey-12-5x2-25203,,245732,,,publish,,0,"2024-04-08 12:22:25",1,closed,K2512124000,,,no,no,,20.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k124.jpg ! alt :  ! title : k124 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k124-street-grey-12-5x2-25203/,0,,,,,,,,,,,,simple,,"Tires > 12.5x2.25 (203)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K50 Knobby - Black 12.5x2.25(203)",k50-knobby-black-12-5x2-25203,,245733,,,publish,,0,"2024-04-08 12:22:25",1,closed,K01126005001,,,no,no,,20.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K50_gy.jpg ! alt :  ! title : K50_gy ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k50-knobby-black-12-5x2-25203/,0,,,,,,,,,,,,simple,,"Tires > 12.5x2.25 (203)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K909 Slick - Black 12.5x2.25(203)",k909-slick-black-12-5x2-25203,,245734,,,publish,,0,"2024-04-08 12:22:26",1,closed,K01126090901,,,no,no,,20.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k909.jpg ! alt :  ! title : k909 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k909-slick-black-12-5x2-25203/,0,,,,,,,,,,,,simple,,"Tires > 12.5x2.25 (203)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HS420 Marathon Plus Evolution 700x23c (23-622)",hs420-marathon-plus-evolution-700x23c-23-622,,245755,,,publish,,0,"2024-04-08 12:45:05",1,closed,SNA11100495,,,no,no,,57.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS420.jpg ! alt :  ! title : HS420 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/hs420-marathon-plus-evolution-700x23c-23-622/,0,,,,,,,,,,,,simple,,"Tires > 28'' (622)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HS380 Ultremo ZX 700x25 (25-622)",hs380-ultremo-zx-700x25-25-622,,245756,,,publish,,0,"2024-04-08 12:45:06",1,closed,SNA11600036.01,,,no,no,,81.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS380_UltremoZX.jpg ! alt :  ! title : HS380_UltremoZX ! desc :  ! caption : ",,https://49b.pfcd.ca/product/hs380-ultremo-zx-700x25-25-622/,0,,,,,,,,,,,,simple,,"Tires > 28'' (622)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HS399 Durano 700x25c (25-622)",hs399-durano-700x25c-25-622,,245757,,,publish,,0,"2024-04-08 12:45:07",1,closed,SNA11600172.01,,,no,no,,70.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS399_Durano.jpg ! alt :  ! title : HS399_Durano ! desc :  ! caption : ",,https://49b.pfcd.ca/product/hs399-durano-700x25c-25-622/,0,,,,,,,,,,,,simple,,"Tires > 28'' (622)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MS3 28 (25-622)",ms3-28-25-622,,245758,,,publish,,0,"2024-04-08 12:45:07",1,closed,2TY635,,,no,no,,125.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/WS-3.jpg ! alt :  ! title : WS-3 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/ms3-28-25-622/,0,,,,,,,,,,,,simple,,"Tires > 28'' (622)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IRC Exeracer Pro Tires 28x1 (622) - Red",irc-exeracer-pro-tires-28x1-622-red,,245759,,,publish,,0,"2024-04-08 12:45:07",1,closed,2TY750,,,no,no,,120.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/noimage54.gif ! alt :  ! title : noimage54.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/irc-exeracer-pro-tires-28x1-622-red/,0,,,,,,,,,,,,simple,,"Tires > 28'' (622)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HS343 SpeedAir 26x0.75 (20-590)",hs343-speedair-26x0-75-20-590,,245789,,,publish,,0,"2024-04-08 13:21:21",1,closed,SNA10285353.01,,,no,no,,71.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/HS343_SpeedAir_white.jpg ! alt :  ! title : HS343_SpeedAir_white.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/hs343-speedair-26x0-75-20-590/,0,,,,,,,,,,,,simple,,"Tires > 26'' (590)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HS440 Marathon Plus Evolution 26x1.0 (25-590)",hs440-marathon-plus-evolution-26x1-0-25-590,,245790,,,publish,,0,"2024-04-08 13:21:21",1,closed,SNA10284440,,,no,no,,75.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/HS440.jpg ! alt :  ! title : HS440.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/hs440-marathon-plus-evolution-26x1-0-25-590/,0,,,,,,,,,,,,simple,,"Tires > 26'' (590)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HS387 Right Run 26x1.0 (25-590)",hs387-right-run-26x1-0-25-590,,245791,,,publish,,0,"2024-04-08 13:21:21",1,closed,SNA10285387.01,,,no,no,,25.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS387_RightRun.jpg ! alt :  ! title : HS387_RightRun ! desc :  ! caption : ",,https://49b.pfcd.ca/product/hs387-right-run-26x1-0-25-590/,0,,,,,,,,,,,,simple,,"Tires > 26'' (590)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HS392 Delta Cruiser 26x1.375 (37-590)",hs392-delta-cruiser-26x1-375-37-590,,245792,,,publish,,0,"2024-04-08 13:21:22",1,closed,SNA11140602.01,,,no,no,,30.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS392.jpg ! alt :  ! title : HS392 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/hs392-delta-cruiser-26x1-375-37-590/,0,,,,,,,,,,,,simple,,"Tires > 26'' (590)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
